ref_area.label;source.label;indicator.label;sex.label;classif1.label;classif2.label;time;obs_value;obs_status.label;note_classif.label;note_indicator.label;note_source.label;
Comoros;LFS - National Survey on Employment and the Informal Sector;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2021;374.515;;;Currency: COM - Comorian franc (KMF);Repository: ILO-STATISTICS - Micro data processing;
Comoros;LFS - National Survey on Employment and the Informal Sector;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2021;205.328;;;Currency: COM - Comorian franc (KMF);Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: Local currency;2017;95504.295;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: 2021 PPP $;2017;969.763;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: U.S. dollars;2017;537.383;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: Local currency;2017;82812.054;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2017;840.885;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2017;465.967;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: Local currency;2017;95745.761;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2017;972.215;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2017;538.742;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: Local currency;2017;95293.852;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: 2021 PPP $;2017;967.626;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: U.S. dollars;2017;536.199;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: Local currency;2017;69872.472;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2017;709.494;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2017;393.158;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: Local currency;2017;95764.758;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2017;972.408;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2017;538.849;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: Local currency;2017;96432.788;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: 2021 PPP $;2017;979.191;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: U.S. dollars;2017;542.608;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: Local currency;2017;132736.634;Unreliable;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2017;1347.825;Unreliable;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2017;746.882;Unreliable;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: Local currency;2017;95661.717;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2017;971.362;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Djibouti;HS - Djiboutian Household Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2017;538.269;Break in series;;Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: Local currency;2021;4195.965;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: 2021 PPP $;2021;312.275;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: U.S. dollars;2021;95.943;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: Local currency;2021;3424.037;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2021;254.826;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2021;78.293;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: Local currency;2021;4200.706;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2021;312.628;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2021;96.052;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: Local currency;2021;4617.399;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: 2021 PPP $;2021;343.639;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: U.S. dollars;2021;105.58;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: Local currency;2021;3078.824;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2021;229.134;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2021;70.399;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: Local currency;2021;4629.103;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2021;344.51;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2021;105.847;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: Local currency;2021;3439.449;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: 2021 PPP $;2021;255.973;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: U.S. dollars;2021;78.645;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: Local currency;2021;4756.684;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2021;354.005;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2021;108.764;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: Local currency;2021;3434.808;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2021;255.628;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2021;78.539;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: Local currency;2013;1345.499;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: 2021 PPP $;2013;187.774;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: U.S. dollars;2013;72.235;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: Local currency;2013;806.318;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2013;112.527;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2013;43.288;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: Local currency;2013;1357.951;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2013;189.511;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2013;72.904;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: Local currency;2013;1516.786;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: 2021 PPP $;2013;211.678;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: U.S. dollars;2013;81.431;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: Local currency;2013;860.302;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2013;120.061;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2013;46.187;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: Local currency;2013;1533.668;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2013;214.034;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2013;82.337;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: Local currency;2013;1039.51;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: 2021 PPP $;2013;145.071;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: U.S. dollars;2013;55.808;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: Local currency;2013;672.788;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2013;93.892;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2013;36.12;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: Local currency;2013;1046.273;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2013;146.014;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2013;56.171;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: Local currency;2005;334.991;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: 2021 PPP $;2005;155.015;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: U.S. dollars;2005;38.654;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: Local currency;2005;200.528;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2005;92.793;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2005;23.138;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: Local currency;2005;337.143;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2005;156.011;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2005;38.902;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: Local currency;2005;393.268;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: 2021 PPP $;2005;181.982;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: U.S. dollars;2005;45.378;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: Local currency;2005;219.575;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2005;101.607;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2005;25.336;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: Local currency;2005;396.675;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2005;183.559;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2005;45.771;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: Local currency;2005;237.638;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: 2021 PPP $;2005;109.966;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: U.S. dollars;2005;27.42;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: Local currency;2005;138.784;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2005;64.221;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2005;16.014;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
Ethiopia;LFS - National Labor Force Survey;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: Local currency;2005;238.628;;;Currency: ETH - Birr (ETB);Repository: ILO-STATISTICS - Micro data processing;
