"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2011",8.48,,"Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Cases of occupational injury | Time period for occurrence of death: Deaths occurring within 1 year","Data reference period: End of the year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2011",9.79,,"Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Cases of occupational injury | Time period for occurrence of death: Deaths occurring within 1 year","Data reference period: End of the year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2011",3.1,,"Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Cases of occupational injury | Time period for occurrence of death: Deaths occurring within 1 year","Data reference period: End of the year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2007",6.3,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2007",7.4,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2007",1.7,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2006",7.5,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2006",8.8,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2006",1.2,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2005",6.2,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2005",6.8,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2005",3.1,,"Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2001",6.18,,"Coverage of occupational injuries: Reported injuries","Data reference period: Noncalendar year"
"Zimbabwe","ADM-IR - Records of the National Social Security","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2000",8.45,,"Coverage of occupational injuries: Reported injuries","Data reference period: Noncalendar year"
