"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value"
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2003",68.87
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2003",70.952
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2003",70.432
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2003",71.146
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2002",68.674
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2002",69.844
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2002",68.29
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2002",67.999
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2002",70.554
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2002",67.241
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2002",69.514
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2002",69.094
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2002",69.669
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2001",70.511
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2001",71.5
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2001",70.192
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2001",69.868
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2001",72.186
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2001",69.193
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2001",71.312
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2001",70.777
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2001",71.506
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2000",72.582
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2000",73.374
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2000",72.332
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2000",71.975
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2000",74.035
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2000",71.389
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2000",73.338
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2000",72.684
"Central African Republic","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2000",73.572
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2023",9.837
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2022",10.445
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2021",11.136
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2020",12.076
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2019",11.992
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2019",14.346
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2019",11.264
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2019",10.8
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2019",15.458
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2019",9.41
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2019",13.594
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2019",12.939
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2019",13.806
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2018",14.858
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2018",17.615
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2018",14.002
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2018",13.409
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2018",18.894
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2018",11.764
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2018",16.834
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2018",15.979
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2018",17.113
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2017",18.132
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2017",21.213
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2017",17.169
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2017",16.408
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2017",22.693
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2017",14.513
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2017",20.515
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2017",19.3
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2017",20.915
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2016",24.681
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2016",28.035
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2016",23.596
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2016",22.579
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2016",29.691
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2016",20.367
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2016",27.616
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2016",25.877
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2016",28.209
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2015",31.828
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2015",34.91
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2015",30.831
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2015",29.332
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2015",36.681
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2015",27.054
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2015",35.369
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2015",32.581
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2015",36.325
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2014",32.959
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2014",35.958
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2014",31.99
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2014",30.413
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2014",37.784
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2014",28.135
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2014",36.631
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2014",33.533
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2014",37.699
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2013",34.704
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2013",37.618
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2013",33.763
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2013",32.078
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2013",39.487
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2013",29.798
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2013",38.556
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2013",35.107
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2013",39.748
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2012",37.428
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2012",40.322
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2012",36.498
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2012",34.408
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2012",42.178
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2012",32.06
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2012",41.855
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2012",37.885
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2012",43.244
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2011",39.735
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2011",42.328
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2011",38.895
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2011",36.678
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2011",44.205
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2011",34.387
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2011",44.28
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2011",39.836
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2011",45.852
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2010",33.216
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2010",36.523
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2010",32.135
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2010",30.527
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2010",38.46
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2010",28.084
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2010",37.268
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2010",33.913
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2010",38.467
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2009",33.417
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2009",36.732
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2009",32.318
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2009",30.795
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2009",38.669
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2009",28.334
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2009",37.41
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2009",34.084
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2009",38.613
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2008",33.334
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15-24","2008",36.609
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 25+","2008",32.231
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15+","2008",30.784
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 15-24","2008",38.587
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Male","Age (Youth, adults): 25+","2008",28.304
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15+","2008",37.26
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 15-24","2008",33.872
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Female","Age (Youth, adults): 25+","2008",38.502
"Côte d'Ivoire","ILO - Modelled Estimates","SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$2.15 PPP) (%)","Sex: Total","Age (Youth, adults): 15+","2007",35.261
