"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_source.label"
"Egypt","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2014",1.812,,"Repository: ILO-STATISTICS - Micro data processing"
"Egypt","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2014",1.284,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2014",0.546,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2015",40.545,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2015",41.681,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2015",55.339,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2015",15.99,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2015",48.276,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2015",48.953,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2015",68.152,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2015",19.41,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2015",32.083,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2015",33.701,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2015",41.878,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","CLS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2015",12.061,,"Repository: ILO-STATISTICS - Micro data processing"
"Gabon","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2012",15.337,,"Repository: ILO-STATISTICS - Micro data processing"
"Gabon","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2012",3.04,,"Repository: ILO-STATISTICS - Micro data processing"
"Gabon","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2012",17.697,,"Repository: ILO-STATISTICS - Micro data processing"
"Gabon","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2012",2.859,,"Repository: ILO-STATISTICS - Micro data processing"
"Gabon","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2012",13.124,,"Repository: ILO-STATISTICS - Micro data processing"
"Gabon","HS - Demographic and Health Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2012",3.202,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2018",14.838,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2018",21.767,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2018",7.539,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2018",0.878,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2018",14.485,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2018",21.036,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2018",7.848,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2018",1.227,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2018",15.209,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2018",22.526,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2018",7.206,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2018",0.506,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2016",19.472,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2016",25.756,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2016",12.944,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2016",5.107,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2016",21.081,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2016",28.307,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2016",15.15,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2016",4.322,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2016",17.813,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2016",23.132,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2016",11.17,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2016",6.237,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2018",13.586,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2018",17.299,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2018",12.806,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2018",0.876,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2018",15.492,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2018",19.071,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2018",14.854,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2018",1.547,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2018",11.932,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2018",15.623,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2018",11.298,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2018",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2019",9.13,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2019",15.596,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2019",3.49,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2019",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2019",11.147,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2019",18.532,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2019",5.932,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2019",6.758,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2019",12.083,,"Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2019",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Guinea-Bissau","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2019",,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2010",11.916,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2010",13.301,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2010",15.034,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2010",3.844,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2010",13.578,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2010",15.43,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2010",16.67,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2010",3.743,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2010",10.213,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2010",11.166,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2010",13.189,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2010",3.943,"Break in series","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2018",8.237,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2018",11.461,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2018",4.608,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2018",4.005,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2018",11.143,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2018",15.972,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2018",5.818,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2018",5.854,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2018",5.399,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2018",7.429,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2018",3.258,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2018",2.056,"Unreliable","Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2018",29.852,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2018",35.817,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2018",31.546,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2018",10.298,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2018",33.398,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2018",38.213,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2018",38.054,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2018",14.828,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2018",26.214,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2018",33.373,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2018",25.326,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","HS - National Child Labour Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2018",5.159,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2018",17.259,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2018",14.407,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2018",19.133,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2018",20.161,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2018",15.171,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2018",8.71,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2017",11.778,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-11","2017",7.081,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 12-14","2017",24.734,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): 15-17","2017",13.874,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-17","2017",13.799,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): '5-11","2017",7.985,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 12-14","2017",27.645,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Male","Age (Child labour bands): 15-17","2017",18.991,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-17","2017",9.524,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): '5-11","2017",6.079,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 12-14","2017",21.405,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","LFS - Continous Household Employment Survey","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Female","Age (Child labour bands): 15-17","2017",8.246,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritania","HS - Multiple Indicator Cluster Survey, UNICEF","SDG indicator 8.7.1 - Proportion of children engaged in economic activity (%)","Sex: Total","Age (Child labour bands): '5-17","2015",12.567,,"Repository: ILO-STATISTICS - Micro data processing"
