"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 55-64","Detailed: Paid apprentices","2018",22.78,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 65+","Detailed: Total trainees","2018",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 65+","Detailed: Paid apprentices","2018",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Paid or unpaid: Total trainees","2021",19.18,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Paid or unpaid: Paid","2021",13.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Paid or unpaid: Unpaid","2021",5.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Paid or unpaid: Total trainees","2021",27.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Paid or unpaid: Paid","2021",16.55,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Paid or unpaid: Unpaid","2021",10.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Paid or unpaid: Total trainees","2021",19.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Paid or unpaid: Paid","2021",15.68,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Paid or unpaid: Unpaid","2021",4.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Paid or unpaid: Total trainees","2021",5.45,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Paid or unpaid: Paid","2021",5.45,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Paid or unpaid: Total trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Paid or unpaid: Unpaid","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Paid or unpaid: Total trainees","2021",27.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Paid or unpaid: Paid","2021",20.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Paid or unpaid: Unpaid","2021",6.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Paid or unpaid: Total trainees","2021",41.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Paid or unpaid: Paid","2021",27.33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Paid or unpaid: Unpaid","2021",14.63,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Paid or unpaid: Total trainees","2021",24.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Paid or unpaid: Paid","2021",21.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Paid or unpaid: Unpaid","2021",3,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Paid or unpaid: Total trainees","2021",10.7,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Paid or unpaid: Paid","2021",10.7,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Paid or unpaid: Total trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Paid or unpaid: Unpaid","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Paid or unpaid: Total trainees","2021",11.56,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Paid or unpaid: Paid","2021",6.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Paid or unpaid: Unpaid","2021",4.58,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Paid or unpaid: Total trainees","2021",11.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Paid or unpaid: Paid","2021",5.05,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Paid or unpaid: Unpaid","2021",6.31,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Paid or unpaid: Total trainees","2021",15.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Paid or unpaid: Paid","2021",10.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Paid or unpaid: Unpaid","2021",5.18,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Type of trainee: Total trainees","2021",19.18,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Type of trainee: Apprentices","2021",9.05,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Type of trainee: Other trainees","2021",4,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Type of trainee: Not classified","2021",6.13,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Type of trainee: Total trainees","2021",27.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Type of trainee: Apprentices","2021",12.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Type of trainee: Other trainees","2021",3.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Type of trainee: Not classified","2021",10.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Type of trainee: Total trainees","2021",19.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Type of trainee: Apprentices","2021",9.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Type of trainee: Other trainees","2021",5.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Type of trainee: Not classified","2021",4.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Type of trainee: Total trainees","2021",5.45,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Type of trainee: Apprentices","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Type of trainee: Other trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Type of trainee: Not classified","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Type of trainee: Total trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Type of trainee: Not classified","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Type of trainee: Total trainees","2021",27.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Type of trainee: Apprentices","2021",15.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Type of trainee: Other trainees","2021",4.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Type of trainee: Not classified","2021",7.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Type of trainee: Total trainees","2021",41.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Type of trainee: Apprentices","2021",20.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Type of trainee: Other trainees","2021",6.48,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Type of trainee: Not classified","2021",15.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Type of trainee: Total trainees","2021",24.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Type of trainee: Apprentices","2021",16.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Type of trainee: Other trainees","2021",4.04,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 25-54","Type of trainee: Not classified","2021",4.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Type of trainee: Total trainees","2021",10.7,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Type of trainee: Apprentices","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Type of trainee: Other trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 55-64","Type of trainee: Not classified","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Type of trainee: Total trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 65+","Type of trainee: Not classified","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Type of trainee: Total trainees","2021",11.56,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Type of trainee: Apprentices","2021",3.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Type of trainee: Other trainees","2021",3.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): Total","Type of trainee: Not classified","2021",4.83,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Type of trainee: Total trainees","2021",11.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Type of trainee: Apprentices","2021",4.09,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Type of trainee: Other trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 15-24","Type of trainee: Not classified","2021",6.31,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Type of trainee: Total trainees","2021",15.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Type of trainee: Apprentices","2021",3.83,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Type of trainee: Other trainees","2021",6.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Female","Age (Aggregate bands): 25-54","Type of trainee: Not classified","2021",5.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Detailed: Total trainees","2021",19.18,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Detailed: Paid apprentices","2021",9.05,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Detailed: Other paid trainees","2021",4,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): Total","Detailed: Not classified","2021",6.13,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Detailed: Total trainees","2021",27.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Detailed: Paid apprentices","2021",12.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Detailed: Other paid trainees","2021",3.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 15-24","Detailed: Not classified","2021",10.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Detailed: Total trainees","2021",19.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Detailed: Paid apprentices","2021",9.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Detailed: Other paid trainees","2021",5.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 25-54","Detailed: Not classified","2021",4.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Detailed: Total trainees","2021",5.45,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Detailed: Paid apprentices","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Detailed: Other paid trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 55-64","Detailed: Not classified","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Detailed: Total trainees","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Total","Age (Aggregate bands): 65+","Detailed: Not classified","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Detailed: Total trainees","2021",27.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Detailed: Paid apprentices","2021",15.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Detailed: Other paid trainees","2021",4.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): Total","Detailed: Not classified","2021",7.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Detailed: Total trainees","2021",41.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","Participation rate in work-based learning by sex, age and type (per 1000 persons)","Sex: Male","Age (Aggregate bands): 15-24","Detailed: Paid apprentices","2021",20.32,,,"Repository: ILO-STATISTICS - Micro data processing"
